Terrarium,insect,ter_no,Name_x,customer identifier,cust_no,Name_y,tpe,Contact number,First Purchase period,key,description,food portions per day
machetes,a,2462,machetes,239,239,Gertrudis Evan,l,084-243-4527,202004,a,ant,1.0
smithy,k,3048,smithy,155,155,Leeanna Cutlip,k,073-266-2482,202010,k,Katydid,3.0
ingeminated,n,1957,ingeminated,300,300,Grayce Thatcher,x,080-105-3161,202103,n,Nit,4.0
gargoyle,h,3192,gargoyle,101,101,Sharyn Troy,d,074-190-5827,202103,h,humbug,0.0
wayland,s,3127,wayland,218,218,Sona Riel,n,078-924-1263,201900,s,Stick insect,9.0
unniched,p,2497,unniched,5,5,Reyes Davies,w,077-283-5044,202106,p,Praying mantis,8.0
lyubertsy,f,2489,lyubertsy,122,122,Emmett Gebhard,f,081-153-9951,202011,f,flea,3.0
narragansett,v,992,narragansett,63,63,Almeta Bedolla,z,081-909-2060,202111,v,Velvet ant,2.0
supersensibly,d,1117,supersensibly,218,218,Sona Riel,n,078-924-1263,201900,d,Unknown insect type (imputed),5.0
halotrichite,c,985,halotrichite,176,176,Sandra Griego,k,077-259-7055,202112,c,catapillar,1.0
grady,o,1406,grady,304,304,Eunice Entwistle,a,074-321-9812,201905,o,Orange Sulfur Butterfly,13.0
goya,y,3040,goya,1,1,Eladia Coltrane,x,072-304-1562,202012,y,Yellow jacket,16.0
fancied,k,3093,fancied,272,272,Coletta Madera,f,079-311-1937,202009,k,Katydid,3.0
urdu,q,2842,urdu,2,2,Jewel Rueda,l,077-431-5682,201911,q,Queen bee,11.0
uncinctured,n,2861,uncinctured,217,217,Rodger Yamashita,b,082-801-7304,202100,n,Nit,4.0
tursha,o,3078,tursha,241,241,Pauletta Lazo,n,082-454-6754,202103,o,Orange Sulfur Butterfly,13.0
dukhobortsy,l,999,dukhobortsy,194,194,Denna Buttrey,d,075-258-1757,202108,l,Locust,99.0
blake,w,1676,blake,135,135,Kenia Parrett,p,074-997-3189,202103,w,Wasp,15.0
numerically,w,1140,numerically,200,200,Lyle Nix,i,076-117-1648,201906,w,Wasp,15.0
elite,z,1467,elite,285,285,Priscila Kilroy,c,074-992-6162,202002,z,Zorapteran,5.0
unavailable,s,2858,unavailable,174,174,Gayle Renshaw,s,078-480-2123,202007,s,Stick insect,9.0
detour,c,2873,detour,275,275,Raguel Burdge,b,079-392-3974,202110,c,catapillar,1.0
replevisable,t,1349,replevisable,109,109,Nieves Schorn,w,080-803-1422,201904,t,Tsetse fly,5.0
legendaries,n,1037,legendaries,160,160,Sima Coomer,r,085-159-9315,202104,n,Nit,4.0
grady,g,1406,grady,304,304,Eunice Entwistle,a,074-321-9812,201905,g,Grasshopper,50.0
chaff,x,1455,chaff,143,143,Elisha Sandidge,b,081-781-5555,202011,x,Xigua,4.5
nosepiece,c,2953,nosepiece,270,270,Marco Rickard,g,074-755-1936,202111,c,catapillar,1.0
acoustically,o,1151,acoustically,19,19,Jaymie Helsley,z,075-522-2685,202007,o,Orange Sulfur Butterfly,13.0
repent,h,3188,repent,145,145,Drucilla Villegas,k,073-134-8894,202106,h,humbug,0.0
gummy,s,2994,gummy,160,160,Sima Coomer,r,085-159-9315,202104,s,Stick insect,9.0
indoctrinating,p,1079,indoctrinating,218,218,Sona Riel,n,078-924-1263,201900,p,Praying mantis,8.0
embrittle,m,2272,embrittle,46,46,Lorie Winer,m,077-556-5195,202105,m,Maggot,5.5
culti,s,1649,culti,21,21,Raven Croskey,u,074-809-9073,202005,s,Stick insect,9.0
balsamaceous,f,1030,balsamaceous,24,24,Shirl Plotner,c,087-628-6789,201910,f,flea,3.0
vandal,l,2998,vandal,130,130,Florinda Luckow,j,077-878-7105,202100,l,Locust,99.0
bristleless,r,2288,bristleless,26,26,Versie Mucha,m,082-903-1924,201912,r,Rhinoceros beetle,35.0
examinable,b,1987,examinable,150,150,Madelene Stanforth,w,081-233-7668,201908,b,bee,1.0
albin,n,1657,albin,316,316,Young Bueno,f,084-600-8108,197001,n,Nit,4.0
floriculturist,g,1322,floriculturist,21,21,Raven Croskey,u,074-809-9073,202005,g,Grasshopper,50.0
wrinkliest,e,2299,wrinkliest,60,60,Eunice Spady,g,076-225-1482,202100,e,Elephant hawk moth,2.0
grady,s,1406,grady,304,304,Eunice Entwistle,a,074-321-9812,201905,s,Stick insect,9.0
adapt,a,1725,adapt,182,182,Lurlene Lovingood,a,081-295-4417,202107,a,ant,1.0
unprocessed,i,1132,unprocessed,256,256,Milagro Maria,f,085-981-6759,202009,i,insect,3.0
collaboratively,h,1224,collaboratively,60,60,Eunice Spady,g,076-225-1482,202100,h,humbug,0.0
tovarisch,p,1843,tovarisch,103,103,Zelda Bridgett,r,085-887-8677,201906,p,Praying mantis,8.0
kunowsky,p,2189,kunowsky,42,42,Veola Olvera,k,079-134-4502,202005,p,Praying mantis,8.0
tautomeric,g,1763,tautomeric,189,189,Henry Mcnew,o,082-332-5238,201903,g,Grasshopper,50.0
pogge,p,1626,pogge,106,106,Maureen Spinner,v,080-911-1748,201900,p,Praying mantis,8.0
sneeringly,o,2155,sneeringly,293,293,Roseline Hehn,p,086-406-3049,201911,o,Orange Sulfur Butterfly,13.0
amenorrhoeic,i,1220,amenorrhoeic,244,244,Victor Peppard,e,081-584-1681,201910,i,insect,3.0
rough,c,1414,rough,256,256,Milagro Maria,f,085-981-6759,202009,c,catapillar,1.0
loungingly,x,1778,loungingly,36,36,Donny Cloud,z,087-731-8141,202108,x,Xigua,4.5
elmira,t,1984,elmira,16,16,Treva Degnan,l,083-583-6419,201905,t,Tsetse fly,5.0
atlas,u,1471,atlas,7,7,Neva Leffler,y,086-594-5216,202106,u,Underwing,6.0
ordinariate,x,1136,ordinariate,140,140,Naida Priddy,f,074-186-2384,202011,x,Xigua,4.5
lated,o,1714,lated,78,78,Joslyn Haus,v,082-228-2104,202010,o,Orange Sulfur Butterfly,13.0
tovarisch,d,1843,tovarisch,103,103,Zelda Bridgett,r,085-887-8677,201906,d,Unknown insect type (imputed),5.0
recodified,t,2022,recodified,256,256,Milagro Maria,f,085-981-6759,202009,t,Tsetse fly,5.0
tobie,o,3025,tobie,217,217,Rodger Yamashita,b,082-801-7304,202100,o,Orange Sulfur Butterfly,13.0
orono,r,1474,orono,270,270,Marco Rickard,g,074-755-1936,202111,r,Rhinoceros beetle,35.0
outglitter,c,2025,outglitter,75,75,Ervin Hepburn,b,080-382-6212,202111,c,catapillar,1.0
catcaller,k,2367,catcaller,189,189,Henry Mcnew,o,082-332-5238,201903,k,Katydid,3.0
dishonest,f,2398,dishonest,158,158,Willie Wiegand,t,086-432-8382,202108,f,flea,3.0
gargoyle,f,3192,gargoyle,101,101,Sharyn Troy,d,074-190-5827,202103,f,flea,3.0
gargoyle,m,3192,gargoyle,101,101,Sharyn Troy,d,074-190-5827,202103,m,Maggot,5.5
howie,x,1512,howie,160,160,Sima Coomer,r,085-159-9315,202104,x,Xigua,4.5
repent,n,3188,repent,145,145,Drucilla Villegas,k,073-134-8894,202106,n,Nit,4.0
counterweight,t,2303,counterweight,176,176,Sandra Griego,k,077-259-7055,202112,t,Tsetse fly,5.0
elmira,c,1984,elmira,16,16,Treva Degnan,l,083-583-6419,201905,c,catapillar,1.0
lapactic,l,2394,lapactic,116,116,Clemmie Dunphy,c,079-683-5944,202101,l,Locust,99.0
interlocated,g,1296,interlocated,114,114,Kimi Hawkes,v,084-846-5468,202109,g,Grasshopper,50.0
alem,o,2386,alem,316,316,Young Bueno,f,084-600-8108,197001,o,Orange Sulfur Butterfly,13.0
ternopol,k,1786,ternopol,189,189,Henry Mcnew,o,082-332-5238,201903,k,Katydid,3.0
sheefishes,e,2193,sheefishes,239,239,Gertrudis Evan,l,084-243-4527,202004,e,Elephant hawk moth,2.0
outglitter,j,2025,outglitter,75,75,Ervin Hepburn,b,080-382-6212,202111,j,Junebug,5.0
cypsela,y,1733,cypsela,270,270,Marco Rickard,g,074-755-1936,202111,y,Yellow jacket,16.0
tombless,n,3146,tombless,204,204,Gregg Blanchette,c,074-884-1593,202100,n,Nit,4.0
ungovernability,c,2679,ungovernability,270,270,Marco Rickard,g,074-755-1936,202111,c,catapillar,1.0
avian,y,1566,avian,277,277,Natisha Blythe,y,083-470-1500,197001,y,Yellow jacket,16.0
cense,e,1588,cense,86,86,Romeo Rotolo,d,087-260-2627,202105,e,Elephant hawk moth,2.0
semiprivacy,u,1311,semiprivacy,147,147,Alonzo Hiler,x,085-901-4954,202100,u,Underwing,6.0
norwalk,l,2941,norwalk,199,199,Leone Matt,u,081-105-7423,201905,l,Locust,99.0
embarrassed,u,2029,embarrassed,202,202,Toshia Hostetter,a,084-997-6773,201903,u,Underwing,6.0
unnavigableness,n,1341,unnavigableness,311,311,Jeanie Wentzell,d,079-537-7965,201906,n,Nit,4.0
cottage,h,3135,cottage,47,47,Dean Leighty,p,087-829-8473,202008,h,humbug,0.0
unexplaining,g,2804,unexplaining,199,199,Leone Matt,u,081-105-7423,201905,g,Grasshopper,50.0
elmira,j,1984,elmira,16,16,Treva Degnan,l,083-583-6419,201905,j,Junebug,5.0
unsmutched,t,2759,unsmutched,259,259,Hana Clabaugh,d,074-262-7203,239012,t,Tsetse fly,5.0
interlocation,j,1094,interlocation,238,238,Ramiro Milligan,h,083-695-5976,202004,j,Junebug,5.0
recirculating,p,1269,recirculating,114,114,Kimi Hawkes,v,084-846-5468,202109,p,Praying mantis,8.0
unaptly,q,1896,unaptly,233,233,Mafalda Kamerer,n,083-899-2493,202011,q,Queen bee,11.0
embryogenesis,f,1258,embryogenesis,16,16,Treva Degnan,l,083-583-6419,201905,f,flea,3.0
snazziness,q,2424,snazziness,44,44,Demarcus Shiroma,s,075-293-4079,201910,q,Queen bee,11.0
preexposed,l,2413,preexposed,109,109,Nieves Schorn,w,080-803-1422,201904,l,Locust,99.0
ingeminated,h,1957,ingeminated,300,300,Grayce Thatcher,x,080-105-3161,202103,h,humbug,0.0
bastardy,z,1889,bastardy,119,119,Teodoro Kellam,k,079-496-8800,202002,z,Zorapteran,5.0
rigaudon,f,2212,rigaudon,99,99,Cora Rester,y,079-523-8303,202107,f,flea,3.0
lyubertsy,a,2489,lyubertsy,122,122,Emmett Gebhard,f,081-153-9951,202011,a,ant,1.0
acoustically,y,1151,acoustically,19,19,Jaymie Helsley,z,075-522-2685,202007,y,Yellow jacket,16.0
escalope,f,1972,escalope,117,117,Artie Stiff,n,071-245-3352,202107,f,flea,3.0
supersensibly,n,1117,supersensibly,218,218,Sona Riel,n,078-924-1263,201900,n,Nit,4.0
amenorrhoeic,z,1220,amenorrhoeic,244,244,Victor Peppard,e,081-584-1681,201910,z,Zorapteran,5.0
neutrosphere,m,1965,neutrosphere,215,215,Foster Zawislak,x,081-769-2511,202011,m,Maggot,5.5
macho,a,1653,macho,241,241,Pauletta Lazo,n,082-454-6754,202103,a,ant,1.0
anodize,q,2113,anodize,221,221,Thi Mennenga,y,083-798-1764,202012,q,Queen bee,11.0
nagyvrad,w,2345,nagyvrad,169,169,Mackenzie Elgin,g,078-580-7729,202008,w,Wasp,15.0
menes,v,1379,menes,234,234,Yuko Allington,z,080-214-5625,202104,v,Velvet ant,2.0
iyyar,s,1501,iyyar,21,21,Raven Croskey,u,074-809-9073,202005,s,Stick insect,9.0
unstultified,u,2713,unstultified,9,9,Phillis Wainright,w,071-988-2023,201904,u,Underwing,6.0
coarticulation,y,1003,coarticulation,269,269,Juliette Lyford,z,080-755-2008,201908,y,Yellow jacket,16.0
untriturated,w,2736,untriturated,59,59,Irish Jensen,h,081-970-5000,202003,w,Wasp,15.0
unneighbourliness,p,1170,unneighbourliness,36,36,Donny Cloud,z,087-731-8141,202108,p,Praying mantis,8.0
fancied,s,3093,fancied,272,272,Coletta Madera,f,079-311-1937,202009,s,Stick insect,9.0
unrepeatable,h,1816,unrepeatable,226,226,Kathrine Grubbs,d,084-787-3161,201907,h,humbug,0.0
sepaline,d,2162,sepaline,135,135,Kenia Parrett,p,074-997-3189,202103,d,Unknown insect type (imputed),5.0
norwalk,t,2941,norwalk,199,199,Leone Matt,u,081-105-7423,201905,t,Tsetse fly,5.0
ungag,x,1607,ungag,145,145,Drucilla Villegas,k,073-134-8894,202106,x,Xigua,4.5
undiked,c,2903,undiked,133,133,Melida Gass,a,075-575-7976,202112,c,catapillar,1.0
unamputative,u,2603,unamputative,19,19,Jaymie Helsley,z,075-522-2685,202007,u,Underwing,6.0
gripy,a,1395,gripy,238,238,Ramiro Milligan,h,083-695-5976,202004,a,ant,1.0
lyubertsy,h,2489,lyubertsy,122,122,Emmett Gebhard,f,081-153-9951,202011,h,humbug,0.0
infulae,a,1790,infulae,252,252,Carman Lalli,e,080-363-4097,202109,a,ant,1.0
gummy,b,2994,gummy,160,160,Sima Coomer,r,085-159-9315,202104,b,bee,1.0
uncinctured,a,2861,uncinctured,217,217,Rodger Yamashita,b,082-801-7304,202100,a,ant,1.0
godin,x,1398,godin,54,54,Joel Liner,k,081-530-7557,202111,x,Xigua,4.5
unhefted,l,2440,unhefted,59,59,Irish Jensen,h,081-970-5000,202003,l,Locust,99.0
bergamo,y,2200,bergamo,75,75,Ervin Hepburn,b,080-382-6212,202111,y,Yellow jacket,16.0
englutting,k,2151,englutting,163,163,Lia Strother,l,077-831-2156,201901,k,Katydid,3.0
borda,s,1436,borda,26,26,Versie Mucha,m,082-903-1924,201912,s,Stick insect,9.0
unspiring,d,2816,unspiring,313,313,Marna Linder,c,078-398-5953,202109,d,Unknown insect type (imputed),5.0
vandal,x,2998,vandal,130,130,Florinda Luckow,j,077-878-7105,202100,x,Xigua,4.5
dukhobortsy,p,999,dukhobortsy,194,194,Denna Buttrey,d,075-258-1757,202108,p,Praying mantis,8.0
lilac,v,1459,lilac,308,308,Angela Schoenborn,p,079-660-5912,201904,v,Velvet ant,2.0
amole,d,1664,amole,213,213,Diann Trigg,l,085-396-2469,201907,d,Unknown insect type (imputed),5.0
gangbang,f,3165,gangbang,311,311,Jeanie Wentzell,d,079-537-7965,201906,f,flea,3.0
inconsequentiality,m,1178,inconsequentiality,138,138,Sharika Vendetti,u,085-728-3577,202003,m,Maggot,5.5
horridly,p,2447,horridly,283,283,Marybelle Graden,f,076-223-1485,202005,p,Praying mantis,8.0
tunny,j,3108,tunny,200,200,Lyle Nix,i,076-117-1648,201906,j,Junebug,5.0
reinstator,r,2006,reinstator,316,316,Young Bueno,f,084-600-8108,197001,r,Rhinoceros beetle,35.0
pargasite,e,2276,pargasite,202,202,Toshia Hostetter,a,084-997-6773,201903,e,Elephant hawk moth,2.0
ingeminated,t,1957,ingeminated,300,300,Grayce Thatcher,x,080-105-3161,202103,t,Tsetse fly,5.0
bristleless,j,2288,bristleless,26,26,Versie Mucha,m,082-903-1924,201912,j,Junebug,5.0
batia,y,1402,batia,166,166,Rosendo Parten,t,082-117-2337,202009,y,Yellow jacket,16.0
tawie,o,1444,tawie,120,120,Eddy Wire,k,083-815-6813,202003,o,Orange Sulfur Butterfly,13.0
mohel,y,1638,mohel,202,202,Toshia Hostetter,a,084-997-6773,201903,y,Yellow jacket,16.0
machetes,x,2462,machetes,239,239,Gertrudis Evan,l,084-243-4527,202004,x,Xigua,4.5
brainlessly,w,2208,brainlessly,72,72,Genna Moree,x,074-376-7745,202003,w,Wasp,15.0
ingeminated,z,1957,ingeminated,300,300,Grayce Thatcher,x,080-105-3161,202103,z,Zorapteran,5.0
antipragmatist,a,1748,antipragmatist,124,124,Rosalind Sae,v,072-803-8713,202011,a,ant,1.0
translucent,z,1121,translucent,283,283,Marybelle Graden,f,076-223-1485,202005,z,Zorapteran,5.0
unfrozen,l,2732,unfrozen,278,278,Lilliam Ming,x,086-885-6234,202100,l,Locust,99.0
noncrucial,j,2177,noncrucial,283,283,Marybelle Graden,f,076-223-1485,202005,j,Junebug,5.0
bowyangs,d,3173,bowyangs,197,197,Yang Collette,d,081-202-6230,201912,d,Unknown insect type (imputed),5.0
lowan,v,3203,lowan,160,160,Sima Coomer,r,085-159-9315,202104,v,Velvet ant,2.0
ambrosian,n,2215,ambrosian,78,78,Joslyn Haus,v,082-228-2104,202010,n,Nit,4.0
needy,w,1463,needy,181,181,Jacalyn Goers,g,082-547-5696,202002,w,Wasp,15.0
ungovernability,j,2679,ungovernability,270,270,Marco Rickard,g,074-755-1936,202111,j,Junebug,5.0
indoctrinating,g,1079,indoctrinating,218,218,Sona Riel,n,078-924-1263,201900,g,Grasshopper,50.0
tautomeric,w,1763,tautomeric,189,189,Henry Mcnew,o,082-332-5238,201903,w,Wasp,15.0
untracked,u,2500,untracked,259,259,Hana Clabaugh,d,074-262-7203,239012,u,Underwing,6.0
vibration,j,1980,vibration,54,54,Joel Liner,k,081-530-7557,202111,j,Junebug,5.0
taxis,n,3143,taxis,221,221,Thi Mennenga,y,083-798-1764,202012,n,Nit,4.0
riata,z,2371,riata,98,98,Erik Ruffner,g,083-749-8977,202010,z,Zorapteran,5.0
overheard,n,2474,overheard,112,112,Raul Pung,k,086-528-1314,202108,n,Nit,4.0
index,s,3158,index,81,81,Leanora Wickliffe,e,071-619-6458,202109,s,Stick insect,9.0
undry,y,1493,undry,41,41,Carmelo Wallner,x,078-519-5851,202006,y,Yellow jacket,16.0
errant,w,3082,errant,293,293,Roseline Hehn,p,086-406-3049,201911,w,Wasp,15.0
upturn,d,3097,upturn,72,72,Genna Moree,x,074-376-7745,202003,d,Unknown insect type (imputed),5.0
bernhardi,d,1858,bernhardi,101,101,Sharyn Troy,d,074-190-5827,202103,d,Unknown insect type (imputed),5.0
beatitude,g,1767,beatitude,303,303,Kathlene Bavaro,h,084-892-8235,201911,g,Grasshopper,50.0
homer,x,1687,homer,148,148,Winifred Crumpler,r,080-112-6591,202012,x,Xigua,4.5
overscrubbed,w,1193,overscrubbed,72,72,Genna Moree,x,074-376-7745,202003,w,Wasp,15.0
unsophomoric,w,2778,unsophomoric,204,204,Gregg Blanchette,c,074-884-1593,202100,w,Wasp,15.0
arglebargling,x,2101,arglebargling,55,55,Noreen Wildey,b,074-967-2367,202011,x,Xigua,4.5
unfulsome,k,1991,unfulsome,24,24,Shirl Plotner,c,087-628-6789,201910,k,Katydid,3.0
underplot,x,2383,underplot,270,270,Marco Rickard,g,074-755-1936,202111,x,Xigua,4.5
value,u,1547,value,137,137,Helene Reineck,k,085-685-8424,202110,u,Underwing,6.0
inceptively,c,1231,inceptively,101,101,Sharyn Troy,d,074-190-5827,202103,c,catapillar,1.0
subtread,h,3226,subtread,164,164,Rozanne Labrador,g,086-701-1551,202003,h,humbug,0.0
eternization,b,1292,eternization,142,142,Gilma Swager,p,083-578-4644,202112,b,bee,1.0
prealleged,x,1756,prealleged,221,221,Thi Mennenga,y,083-798-1764,202012,x,Xigua,4.5
cobblers,o,2968,cobblers,150,150,Madelene Stanforth,w,081-233-7668,201908,o,Orange Sulfur Butterfly,13.0
fiber,u,3131,fiber,145,145,Drucilla Villegas,k,073-134-8894,202106,u,Underwing,6.0
dearie,n,3017,dearie,163,163,Lia Strother,l,077-831-2156,201901,n,Nit,4.0
larviparous,k,1326,larviparous,261,261,Jeremiah Kazee,i,082-952-9820,202106,k,Katydid,3.0
indoctrinating,l,1079,indoctrinating,218,218,Sona Riel,n,078-924-1263,201900,l,Locust,99.0
wooded,f,3150,wooded,287,287,Eric Kreamer,j,078-476-1791,202003,f,flea,3.0
gyges,q,1683,gyges,46,46,Lorie Winer,m,077-556-5195,202105,q,Queen bee,11.0
intervariation,r,1174,intervariation,99,99,Cora Rester,y,079-523-8303,202107,r,Rhinoceros beetle,35.0
unrebated,x,2595,unrebated,21,21,Raven Croskey,u,074-809-9073,202005,x,Xigua,4.5
ascension,b,2295,ascension,117,117,Artie Stiff,n,071-245-3352,202107,b,bee,1.0
atoka,t,1360,atoka,314,314,Gretta Bower,j,084-525-4354,201910,t,Tsetse fly,5.0
melinite,i,1797,melinite,202,202,Toshia Hostetter,a,084-997-6773,201903,i,insect,3.0
endomorphism,z,1110,endomorphism,80,80,Rickie Osman,l,078-133-9611,202103,z,Zorapteran,5.0
automorphic,l,1319,automorphic,67,67,Li Birdwell,g,077-249-1815,202005,l,Locust,99.0
anodize,l,2113,anodize,221,221,Thi Mennenga,y,083-798-1764,202012,l,Locust,99.0
cosmopolitanising,v,1315,cosmopolitanising,15,15,Tiffaney Kratky,l,076-373-2923,202002,v,Velvet ant,2.0
interlocation,g,1094,interlocation,238,238,Ramiro Milligan,h,083-695-5976,202004,g,Grasshopper,50.0
haler,f,1364,haler,109,109,Nieves Schorn,w,080-803-1422,201904,f,flea,3.0
undry,w,1493,undry,41,41,Carmelo Wallner,x,078-519-5851,202006,w,Wasp,15.0
unwithdrawable,r,2493,unwithdrawable,81,81,Leanora Wickliffe,e,071-619-6458,202109,r,Rhinoceros beetle,35.0
acoustically,f,1151,acoustically,19,19,Jaymie Helsley,z,075-522-2685,202007,f,flea,3.0
infulae,b,1790,infulae,252,252,Carman Lalli,e,080-363-4097,202109,b,bee,1.0
urdu,f,2842,urdu,2,2,Jewel Rueda,l,077-431-5682,201911,f,flea,3.0
atoka,n,1360,atoka,314,314,Gretta Bower,j,084-525-4354,201910,n,Nit,4.0
putto,z,1383,putto,49,49,Digna Garlitz,b,072-484-1875,202009,z,Zorapteran,5.0
index,u,3158,index,81,81,Leanora Wickliffe,e,071-619-6458,202109,u,Underwing,6.0
uncommutative,a,2656,uncommutative,241,241,Pauletta Lazo,n,082-454-6754,202103,a,ant,1.0
acidy,j,1433,acidy,50,50,Alphonse Krajewski,f,082-837-1499,202006,j,Junebug,5.0
phantasmagorially,t,1300,phantasmagorially,106,106,Maureen Spinner,v,080-911-1748,201900,t,Tsetse fly,5.0
discipline,z,2082,discipline,246,246,Lilla Mccombs,k,074-240-6787,201906,z,Zorapteran,5.0
littoria,u,1885,littoria,164,164,Rozanne Labrador,g,086-701-1551,202003,u,Underwing,6.0
electrocardiographic,w,1345,electrocardiographic,15,15,Tiffaney Kratky,l,076-373-2923,202002,w,Wasp,15.0
rigaudon,l,2212,rigaudon,99,99,Cora Rester,y,079-523-8303,202107,l,Locust,99.0
tawie,x,1444,tawie,120,120,Eddy Wire,k,083-815-6813,202003,x,Xigua,4.5
talooka,g,2170,talooka,179,179,Trinity Roda,o,079-428-4550,201900,g,Grasshopper,50.0
unstartling,y,2352,unstartling,247,247,Robbyn Carlberg,u,078-601-9398,202006,y,Yellow jacket,16.0
prealleged,m,1756,prealleged,221,221,Thi Mennenga,y,083-798-1764,202012,m,Maggot,5.5
unvirile,s,2143,unvirile,151,151,Rikki Lepak,t,085-467-3941,202104,s,Stick insect,9.0
fiber,h,3131,fiber,145,145,Drucilla Villegas,k,073-134-8894,202106,h,humbug,0.0
pretimeliness,s,1144,pretimeliness,11,11,Chana Six,m,086-823-5508,201902,s,Stick insect,9.0
phototroph,e,2356,phototroph,41,41,Carmelo Wallner,x,078-519-5851,202006,e,Elephant hawk moth,2.0
immersion,x,2455,immersion,67,67,Li Birdwell,g,077-249-1815,202005,x,Xigua,4.5
semiprivacy,c,1311,semiprivacy,147,147,Alonzo Hiler,x,085-901-4954,202100,c,catapillar,1.0
unfulsome,n,1991,unfulsome,24,24,Shirl Plotner,c,087-628-6789,201910,n,Nit,4.0
amole,d,1664,amole,213,213,Diann Trigg,l,085-396-2469,201907,d,Unknown insect type (imputed),5.0
odium,q,1516,odium,75,75,Ervin Hepburn,b,080-382-6212,202111,q,Queen bee,11.0
eternization,x,1292,eternization,142,142,Gilma Swager,p,083-578-4644,202112,x,Xigua,4.5
lumbago,w,2086,lumbago,274,274,Mason Frahm,a,072-309-9094,202000,w,Wasp,15.0
phantasmagorially,a,1300,phantasmagorially,106,106,Maureen Spinner,v,080-911-1748,201900,a,ant,1.0
pinacoid,v,1744,pinacoid,319,319,Sharee Chauez,i,086-242-1859,202109,v,Velvet ant,2.0
sepia,k,1695,sepia,269,269,Juliette Lyford,z,080-755-2008,201908,k,Katydid,3.0
untrod,h,2694,untrod,251,251,Cindi Jeremiah,o,075-985-7988,201903,h,humbug,0.0
melinite,i,1797,melinite,202,202,Toshia Hostetter,a,084-997-6773,201903,i,insect,3.0
batia,n,1402,batia,166,166,Rosendo Parten,t,082-117-2337,202009,n,Nit,4.0
phototroph,k,2356,phototroph,41,41,Carmelo Wallner,x,078-519-5851,202006,k,Katydid,3.0
vespid,l,3169,vespid,34,34,Marica Creed,a,073-422-6326,202109,l,Locust,99.0
unspiring,c,2816,unspiring,313,313,Marna Linder,c,078-398-5953,202109,c,catapillar,1.0
bristleless,q,2288,bristleless,26,26,Versie Mucha,m,082-903-1924,201912,q,Queen bee,11.0
unholiness,r,2850,unholiness,269,269,Juliette Lyford,z,080-755-2008,201908,r,Rhinoceros beetle,35.0
unparagraphed,i,988,unparagraphed,212,212,Rubye Marchal,c,078-532-7977,202008,i,insect,3.0
pleiades,z,2318,pleiades,117,117,Artie Stiff,n,071-245-3352,202107,z,Zorapteran,5.0
menes,l,1379,menes,234,234,Yuko Allington,z,080-214-5625,202104,l,Locust,99.0
bowyangs,b,3173,bowyangs,197,197,Yang Collette,d,081-202-6230,201912,b,bee,1.0
unchased,m,2899,unchased,36,36,Donny Cloud,z,087-731-8141,202108,m,Maggot,5.5
